user,room,weight,consumption
30927,875,71,58.0
51628,875,80,0.0
51629,875,294,30.7
30928,296,1,5.0
30928,373,7,0.6
51630,875,78,18.6
30931,702,33,65.4
30932,702,10,86.0
51631,176,19,0.0
30933,702,2,0.2
30933,528,12,1.2
30933,397,157,27.4
30935,373,8,24.1
30935,702,1,0.1
30936,875,96,8.1
51632,875,20,21.3
51633,875,119,63.0
30940,1045,2,0.2
30940,702,9,8.0
30940,534,8,8.0
30940,504,9,45.1
30941,373,28,26.2
30941,702,161,89.6
30942,1045,16,1.6
30942,702,1,49.7
51634,877,8,63.0
30943,702,14,70.4
30944,650,149,25.2
51635,875,20,84.8
30952,187,6,0.6
30952,156,27,47.3
30952,188,6,0.6
30952,877,9,0.5
30952,522,6,0.5
30952,190,6,0.6
30952,1168,7,0.7
30953,877,14,0.0
30953,190,10,0.0
30954,156,19,0.0
30954,522,33,1.5
30954,190,26,20.8
30956,613,181,152.8
30957,673,100,24.01
30960,158,47,4.7
30961,526,4,0.3
30961,1165,13,0.4
30961,1160,1,0.1
30961,504,4,0.6
30961,749,1,0.0
30963,1165,56,560.3
51636,613,31,37.1
30973,176,2,120.0
30973,382,257,262.7
30973,384,47,37.6
51637,875,25,0.0
30977,382,28,1.8
30982,638,2,0.1
30982,875,1,6.0
30982,799,2,0.1
30982,811,2,0.1
30982,817,1,0.0
30982,435,2,0.1
30982,171,2,0.1
30997,877,56,12.0
30998,35,4,0.2
30998,663,2,0.1
30998,668,2,0.1
30998,875,304,203.57
31010,741,62,6.2
31010,875,129,0.0
31013,689,71,730.5
31013,780,89,100.0
31018,875,136,66.4
31022,435,172,998.1
51638,875,8,17.5
31027,614,13,8.0
31040,767,121,38.3
31042,678,1,0.1
31042,702,35,25.5
31047,666,4,0.4
31047,152,3,0.3
31047,380,3,0.3
31047,704,3,0.3
31047,773,3,0.3
31047,397,3,0.3
31048,504,33,31.6
31049,528,195,19.5
31051,615,66,22.91
31051,504,45,14.3
31051,773,16,2.4
31052,385,8,0.9
31052,504,46,15.5
31053,615,534,203.5
31053,385,25,1.7
31053,373,79,10.0
31053,702,6,0.2
31053,504,122,45.2
31053,773,63,9.2
31053,397,43,19.9
31054,615,431,106.9
51639,615,3,0.3
51639,380,3,0.3
51639,342,3,0.3
51639,504,2,0.2
51639,528,2,0.2
51639,770,3,0.3
31056,615,4,0.4
31056,380,4,0.4
31056,678,4,0.4
31056,522,4,0.4
31056,528,4,0.4
31056,770,4,0.4
51640,770,11,0.0
51640,397,11,26.7
31058,615,299,150.6
31058,373,1,0.1
31058,702,1,0.1
31058,773,1,0.1
51641,615,1,5.0
51641,504,14,52.4
31060,615,2,100.1
31060,188,2,40.1
31060,877,4,47.6
31060,504,3,0.1
31061,504,12,41.0
31062,615,420,80.6
31062,877,2,0.2
31062,702,2,0.2
31062,522,2,0.2
31062,190,211,114.5
31062,1168,15,11.41
31062,504,2,0.2
31062,397,2,0.2
31063,615,9,0.9
31063,702,2,0.2
31063,504,1,10.0
31065,678,1,0.1
31065,373,7,28.8
31065,721,2,0.2
31065,528,2,0.2
31069,702,56,131.8
31075,702,8,21.0
31075,504,44,10.0
31076,397,27,63.0
31078,615,2,0.2
31078,1106,3,0.3
31078,721,118,114.4
31078,504,5,0.4
31081,615,7,0.7
31081,296,5,0.5
31081,152,8,0.8
31081,380,5,0.5
31081,770,7,0.7
51642,504,8,25.6
31083,615,3,10.2
31083,1104,1,0.1
31083,380,3,10.2
31083,678,3,10.2
31083,704,2,0.2
31083,528,2,0.2
31083,397,2,0.2
31084,615,22,1.0
31084,296,1,1.5
31084,152,5,5.0
31084,515,2,1.0
31084,373,4,4.0
31084,299,12,1.0
31084,702,18,1.0
31084,522,2,2.0
31084,504,16,1.0
31084,528,3,3.0
31084,773,28,7.0
31084,397,2,2.0
51643,615,13,45.4
31088,397,35,130.3
31090,50,18,105.7
31090,373,7,0.7
31090,702,7,0.7
31090,522,7,0.7
31090,721,7,0.7
31090,528,7,0.7
31090,397,7,0.7
31098,380,4,0.4
31098,504,4,0.4
31098,397,4,0.4
51644,877,32,13.1
31101,380,4,0.4
31101,877,5,0.5
31101,397,3,0.3
31107,615,1,0.1
31107,189,1,0.1
31107,296,5,0.5
31107,380,3,0.3
31107,678,1,0.1
31107,519,1,0.1
31107,373,3,0.3
31107,299,2,0.2
31107,704,1,0.1
31107,45,1,0.1
31107,342,1,0.1
31107,534,5,0.5
31107,301,4,0.4
31107,765,3,1.2
31107,770,2,0.2
31107,773,3,0.3
31107,397,3,0.3
51645,678,6,0.0
51645,877,2,0.0
31108,397,8,0.0
31111,504,75,42.8
31114,397,41,99.5
31115,678,2,1.0
31115,504,3,0.2
31115,528,1,0.1
31115,397,2,1.0
31116,522,2,0.2
31116,397,14,0.2
31118,678,36,7.4
31118,1168,231,16.2
31119,296,4,4.0
31119,380,5,3.2
31119,877,16,46.3
31119,770,4,4.0
31120,76,81,39.4
31122,702,64,52.4
31123,875,203,48.6
51646,373,52,90.0
31129,373,3,0.3
31129,702,3,0.3
31129,704,3,0.3
31129,397,3,11.1
31140,373,10,119.0
31144,176,2,12.0
31144,152,1,0.1
31144,678,4,6.1
31144,373,1,0.1
31144,299,1,0.1
31144,702,2,0.2
31144,721,176,32.3
31144,528,1,0.1
31144,765,2,0.1
31144,770,1,0.1
31144,397,5,6.2
31146,296,7,80.9
31146,152,4,0.2
31146,678,3,0.2
31147,615,3,0.3
31147,380,3,0.3
31147,877,2,1.8
31150,678,3049,10560.5
31150,515,4,0.2
31151,875,12,106.6
31153,373,1,0.1
31153,704,1,0.1
31153,528,4,0.4
31153,765,8,0.8
31153,770,2,0.2
31153,397,7,0.7
31154,721,6,0.6
31154,504,87,8.7
31154,397,55,4.9
31155,397,549,134.8
31156,615,21,1.1
31156,397,56,40.8
31158,373,4,0.4
31158,702,5,0.5
31158,875,4,0.4
31158,528,2,0.2
31158,397,7,9.5
51647,877,132,7.8
51648,152,4,0.4
51648,397,5,0.5
31160,156,8,0.8
31160,380,9,0.9
31160,678,8,0.8
31160,522,9,0.9
31160,190,23,43.8
31160,504,8,0.8
31160,770,8,0.8
31160,397,9,0.9
31162,615,2,0.2
31162,877,132,11.7
31162,373,12,0.7
31162,504,133,23.3
31163,373,3,0.2
31163,702,292,72.9
51649,877,20,0.0
31171,616,4,6.0
31171,645,4,6.0
31171,646,5,6.0
31171,877,4,1.3
31171,1168,5,16.0
31171,301,4,6.0
31171,765,6,10.8
31176,616,1,0.1
31176,617,6,6.1
31176,188,1,0.1
31176,644,1,0.1
31176,678,2,0.1
31176,877,2,0.1
31176,190,1,0.1
31176,1168,1,0.1
31176,765,2,0.1
31184,301,8,0.0
31186,190,91,36.6
31186,937,1,0.1
31188,187,16,0.8
31188,1168,154,85.8
31188,301,14,0.7
51650,877,12,0.0
31196,300,8,8.0
51651,877,15,24.2
51652,877,372,24.2
31203,691,22,24.0
51653,301,12,0.0
31204,190,15,21.0
31207,765,12,27.9
31208,373,3,0.3
31208,299,1,0.1
31208,702,6,0.6
31208,504,1,0.1
31208,528,1,0.1
31208,301,4,0.4
31208,765,84,36.6
31208,397,2,0.2
31212,877,1,0.1
31212,301,1,0.1
31212,765,259,39.9
51654,877,59,0.0
51655,877,15,0.0
51656,877,14,0.0
51657,875,84,8.4
31220,298,61,5.1
51658,875,10,7.9
51659,35,1,1.0
51659,877,14,5.5
51659,373,64,10.5
51659,702,21,9.2
51660,877,185,16.6
51661,33,14,33.3
51662,877,57,0.0
51663,373,14,97.5
31225,765,11,16.0
51664,702,21,46.0
31233,157,1,0.1
31233,684,1,0.1
31233,373,1,0.9
31233,392,1,0.1
31233,737,83,81.4
31233,745,1,0.1
31233,753,1,0.1
31241,776,221,20.3
31243,665,2,0.2
31243,875,59,94.7
31248,650,655,279.0
31248,105,3,30.0
31249,524,16,27.5
31249,296,12,1.2
31249,715,11,1.1
31249,534,12,1.1
31249,755,12,4.6
31249,875,13,4.6
31249,764,13,1.1
31254,779,106,130.2
31260,157,64,25.0
31261,642,11,760.4
31261,691,4,100.0
31261,388,17,694.0
31261,267,182,1634.24
31261,46,22,0.0
31263,660,9,0.9
31270,525,9,0.5
31270,519,17,40.01
31273,31,14,62.6
31279,632,10,6.9
31279,382,5,0.0
31280,178,184,68.4
31282,875,39,62.1
31294,718,29,13.3
31294,875,1,0.1
31296,526,8,36.1
31297,524,5,0.0
31297,157,109,64.9
31298,639,1,6.0
31298,718,11,50.2
51665,534,26,8.5
31299,675,52,52.0
31304,875,8,12.1
51666,693,86,38.6
51667,877,16,0.0
31309,187,46,3.4
31309,156,48,3.8
31309,188,39,1.8
31309,877,33,1.6
31309,522,41,1.9
31309,190,58,5.1
31309,1168,45,3.0
31309,397,12,0.0
31312,522,19,2.3
31312,397,146,32.1
31313,188,31,4.0
31314,877,60,0.0
31316,877,54,3.4
31316,190,101,23.5
51668,176,15,0.0
51668,877,59,7.1
31322,877,26,7.3
31326,188,6,20.7
31326,534,3,3.6
51669,877,17,35.0
51669,1168,8,19.0
31330,190,87,7.5
31330,1168,30,0.1
51670,877,214,15.7
31333,187,2,0.8
31333,156,3,1.9
31333,188,4,0.8
31333,522,19,2.6
31333,190,82,7.5
31333,1168,2,0.8
51671,877,10,7.4
51672,877,175,13.2
51673,877,32,0.0
31334,190,48,5.3
51674,877,11,21.4
31335,187,223,2197.5
31335,156,6,0.0
31335,188,99,119.8
31335,643,1,0.0
31335,877,8,0.4
31335,373,1,0.0
31335,702,6,0.0
31335,300,5,0.0
31335,45,2,0.0
31335,712,2,0.0
31335,190,7,12.0
31335,1168,25,18.9
31335,534,1,0.0
31335,318,1,0.0
51675,877,196,40.9
31337,702,8,0.8
51676,877,10,0.0
31338,190,69,6.9
31343,188,4,29.5
31343,702,2,6.0
31343,190,7,15.5
31345,296,16,33.4
31346,156,3,4.5
31346,188,42,4.2
31346,877,75,19.6
31346,522,34,7.2
31346,190,2,4.0
51677,156,11,18.8
51677,176,1,0.1
51678,877,70,20.9
31352,877,16,1.6
31354,877,4,26.1
31354,522,15,23.5
31354,721,20,81.8
51679,385,42,5.1
51680,877,147,8.5
31357,190,55,17.6
31357,1168,37,22.4
31358,187,4,0.4
31358,188,4,0.4
31358,373,9,7.4
31358,190,15,43.9
31359,187,3,2.0
31359,156,2,1.2
31359,188,2,1.2
31359,522,7,0.6
31359,190,3,0.4
31359,1168,2,1.0
31360,187,1,0.1
31360,156,163,26.6
31360,190,2,0.2
31360,1168,3,0.3
31361,187,15,3.4
31361,877,195,16.6
51681,877,47,22.0
51682,877,43,0.0
31363,877,10,0.0
51683,877,14,0.0
51684,877,49,74.7
51685,877,48,26.6
31364,877,44,34.4
31367,877,12,18.7
31367,373,3,6.0
31367,702,3,6.0
31368,1168,59,40.0
31369,877,46,44.2
31370,187,15,139.2
31370,156,13,6.0
31370,190,367,4834.6
31370,1157,4,3100.0
31370,46,5,0.0
31371,190,259,70.5
51686,1168,30,28.7
31373,373,4,7.0
31373,190,5,24.0
31373,1168,11,29.2
31374,877,2,0.1
31374,373,3,0.2
31374,1168,20,57.2
31376,188,5,16.8
31376,385,3,5.4
31376,190,5,7.4
31377,188,119,70.2
31378,190,16,36.5
51687,1168,128,202.1
31381,187,9,0.9
31381,156,27,2.6
31381,188,2,0.2
31381,373,1,1.0
31381,702,1,0.1
31381,190,349,247.0
31381,1168,39,3.6
51688,877,73,0.0
31385,188,242,24.2
31390,190,48,27.2
31391,188,7,8.4
31391,1168,1,0.5
31393,190,9,3.3
31395,190,32,49.2
51689,1168,8,115.6
31397,522,14,6.4
31397,190,13,6.5
31397,1168,13,6.6
31398,189,9,0.0
31398,384,9,10.0
31398,710,7,7.0
31400,877,433,30.2
31403,35,3,0.3
31403,156,4,0.4
31403,152,4,0.4
31403,877,5,0.5
31403,373,4,0.4
31403,299,4,0.4
31403,702,4,0.4
31403,504,4,0.4
31403,528,4,0.4
31403,770,4,0.4
31403,397,4,0.4
31404,188,80,38.0
51690,702,28,53.0
31405,877,72,73.7
31408,190,17,17.0
31410,187,1,5.0
31410,188,5,9.2
31410,152,2,10.0
51691,877,61,35.6
31413,877,137,18.6
31418,190,5,11.0
31418,1168,7,11.5
31419,296,1,0.1
31419,877,7,73.1
31419,702,1,0.1
31420,877,100,61.7
31420,515,11,1.5
31422,617,4,0.4
31422,187,3,0.3
31422,156,3,0.3
31422,188,4,0.4
31422,1065,3,0.3
31422,877,4,0.4
31422,515,3,0.3
31422,522,4,0.4
31422,190,4,0.4
31422,1168,35,87.5
31422,301,12,112.4
31425,877,15,94.5
31426,877,32,10.8
31426,764,233,99.12
51692,877,57,29.7
51693,877,63,25.0
31429,877,64,0.0
31429,385,32,0.0
51694,877,144,30.4
51695,877,407,41.9
31431,877,82,15.8
31435,190,42,1.9
31436,877,26,0.0
51696,877,451,40.4
51697,877,117,0.0
51698,188,9,6.6
51698,877,36,10.1
31443,187,66,12.4
31443,188,45,6.4
31443,877,18,2.9
31443,190,11,1.7
51699,877,17,18.3
51700,877,288,43.5
51700,190,17,1.7
51701,877,110,0.0
31446,188,28,26.94
51702,1168,38,0.0
31448,877,8,31.5
51703,877,105,5.8
31449,190,160,12.4
51704,188,19,31.5
51705,877,24,0.0
31452,190,17,28.3
51706,877,90,0.0
51706,1168,30,0.0
51707,190,58,9.1
51708,877,100,31.6
51709,877,11,0.0
51710,877,40,7.3
31455,877,526,48.5
31455,190,51,5.1
31456,188,136,13.1
31457,877,1,0.1
31457,522,1,0.1
31457,190,5,29.7
31457,397,1,0.1
51711,877,41,43.1
51712,877,40,3.9
51713,877,10,12.7
51713,702,42,28.2
31462,188,14,29.6
31463,877,73,32.8
31463,875,33,85.3
31465,877,268,21.8
51714,188,10,14.5
51714,877,2,0.0
51715,152,16,75.8
51715,702,2,0.2
51716,877,139,97.4
51717,187,5,0.5
51717,385,12,1.1
51717,190,5,0.5
51717,1168,10,0.9
31470,187,21,6.2
31470,188,27,6.8
31470,373,4,0.4
31470,702,5,0.5
31470,190,29,26.0
31470,1168,34,11.4
31471,877,13,0.0
31472,156,16,12.0
31472,190,16,24.6
31473,877,18,0.0
31474,877,35,3.5
31474,190,21,2.1
51718,877,36,0.0
51719,515,3,11.5
51719,702,26,5.0
51719,522,24,0.0
51719,875,1,2.0
51720,877,6,0.0
51720,1168,14,0.0
31477,877,29,0.0
51721,877,61,45.9
51722,877,27,59.7
51723,877,19,0.6
51724,877,272,39.4
51725,877,109,0.9
51726,877,200,23.7
51727,877,58,0.4
51728,877,20,10.4
51729,877,20,0.0
31482,188,3,8.6
31482,877,3,2.1
31482,190,2,12.5
31482,1168,2,12.0
51730,187,26,2.0
51730,877,22,2.2
51730,190,28,2.2
51730,1168,17,1.7
51731,877,44,26.8
31489,877,22,87.5
51732,877,7,0.2
51732,702,2,0.2
51732,190,5,0.5
51732,764,42,86.7
31490,877,336,24.0
31490,385,288,23.8
51733,877,96,22.2
51734,187,14,14.2
51734,188,11,8.8
51734,877,4,0.4
31493,877,8,0.0
31494,187,33,16.2
31494,156,100,8.8
31494,522,91,2.2
31494,1168,22,7.0
31495,188,13,1.3
31495,190,27,3.6
31496,188,239,25.6
31496,877,7,0.0
31497,188,12,52.0
51735,877,93,0.0
31499,187,6,6.0
31499,156,42,19.7
31499,678,2,0.1
31499,373,2,0.1
31499,190,216,1143.7
51736,877,171,13.3
31500,190,274,20.1
31504,190,85,4.0
31504,1168,4,0.4
31507,188,20,18.0
31507,877,1,1.0
51737,877,245,0.0
31510,877,2,0.0
31510,1168,6,0.0
31513,190,12,0.6
31513,1168,6,0.3
31515,1168,30,34.2
31519,1168,15,26.3
31520,157,1,0.1
31520,373,1,0.1
31520,341,23,24.7
31520,1178,1,0.1
31520,875,2,2.1
51738,877,162,59.2
31521,522,40,175.4
51739,877,258,61.8
31525,188,711,323.51
31525,877,22,1.1
31525,385,6,6.0
31526,188,4,14.5
31526,373,8,76.5
31527,719,10,31.8
31529,877,25,37.5
31529,704,3,15.0
51740,188,3,0.3
51740,877,223,15.6
51740,385,2,0.2
51741,877,21,0.0
51742,877,76,0.2
51743,877,13,4.4
51744,188,2,15.0
51744,877,8,26.8
31537,187,4,0.4
31537,522,23,35.2
31537,190,26,0.2
31537,1168,3,0.3
51745,877,364,22.8
31539,877,37,17.2
31541,702,32,2.7
31541,190,29,10.2
31542,187,1,0.1
31542,188,164,15.7
31542,877,13,6.0
31544,522,11,1.5
31544,1168,17,7.3
31545,190,33,77.3
31549,877,6,0.3
31549,522,3,0.2
31549,190,85,48.1
31549,1168,46,8.2
51746,877,42,0.0
51747,1168,8,50.4
51748,156,2,0.1
51748,176,2,0.0
51748,1168,123,13.0
51749,1168,87,22.8
51750,877,13,0.2
51751,877,23,41.0
31557,877,44,0.0
51752,1168,32,27.5
31562,190,16,13.1
51753,877,32,0.0
31563,615,2,0.2
31563,152,1,0.1
31563,957,1,0.1
31563,702,2,0.2
31563,190,2,0.2
51754,875,78,0.0
31564,702,6,58.81
31564,190,6,33.0
51755,877,106,0.0
51756,877,194,15.1
51757,877,24,8.9
31566,877,46,62.6
31569,875,9,63.6
51758,877,560,39.6
31571,156,9,9.0
31571,176,1,6.0
31571,877,2,6.1
51759,877,17,0.0
51760,877,53,0.0
51761,877,34,26.0
51761,190,3,3.0
51762,877,47,17.8
31574,188,5,0.5
31574,877,81,16.3
31574,190,51,1.4
31575,877,16,0.0
51763,877,32,0.0
51764,877,58,37.5
51765,877,31,2.6
51766,877,100,5.7
51767,877,8,0.8
51768,877,32,3.1
51769,877,66,1.7
31581,877,54,0.0
31581,875,4,0.0
51770,877,8,1.2
51771,877,142,10.7
51772,877,17,0.0
31583,188,73,9.9
31584,877,4,0.4
31584,190,4,8.0
51773,877,41,0.0
31588,877,274,9.4
31588,385,6,0.1
31588,515,2,0.0
51774,877,241,23.6
31589,190,15,13.6
51775,373,53,14.0
51775,702,10,1.0
51775,766,13,1.3
51776,875,40,0.0
51777,877,385,30.7
31591,190,108,4.0
31592,156,28,64.0
31592,522,2,0.2
31592,190,18,23.6
31592,1168,5,0.5
31592,504,2,0.2
51778,877,37,0.0
51779,877,76,0.4
51780,877,26,0.0
51781,877,67,12.6
31594,190,56,27.2
51782,188,21,1.9
51782,385,1,0.0
51782,397,2,1.0
51783,877,28,0.0
31597,189,1,0.0
31597,877,42,42.9
51784,877,9,0.0
51785,877,8,27.2
51786,877,11,6.0
51787,877,17,29.5
51788,877,68,0.0
51789,522,16,0.0
51790,877,19,22.0
51791,877,8,0.0
51792,373,16,32.0
51793,877,71,45.0
51794,877,12,0.0
51795,877,440,34.5
51796,877,23,0.1
51797,877,83,4.8
51798,877,23,54.7
51799,877,24,0.0
51800,877,99,4.9
51801,877,26,0.0
51802,877,16,0.0
51803,176,26,2.6
51803,875,32,37.0
51804,877,15,0.0
51805,877,16,18.7
51806,373,136,26.2
31608,877,21,35.5
51807,877,44,0.0
51808,877,26,4.0
51809,877,25,32.0
51810,522,26,2.0
51810,1168,11,1.2
51811,877,31,33.3
51812,877,22,23.0
51813,877,8,28.2
31611,190,8,29.0
31612,35,4,6.8
31612,877,2,7.0
31612,373,3,6.5
31612,522,1,0.0
31612,190,1,0.0
31612,1168,1,0.0
51814,877,34,0.3
51814,385,36,1.9
51815,877,121,4.2
51816,877,180,0.0
31616,188,25,13.9
31616,877,28,1.5
31616,373,10,1.0
31616,190,14,7.1
51817,877,130,13.0
31617,385,113,13.0
31618,190,107,10.4
51818,875,140,50.2
51819,877,183,61.7
51820,877,9,9.2
51821,877,304,52.8
31622,190,63,9.41
51822,877,13,0.3
31623,877,5,3.1
31623,528,7,30.2
31623,397,6,8.5
51823,877,57,0.0
31629,188,42,41.7
31629,877,38,4.1
51824,877,44,36.6
31630,156,2,0.0
31630,188,6,13.3
31630,877,49,13.2
31630,1168,15,4.4
51825,877,12,54.0
51826,877,16,0.4
51826,190,9,8.6
51827,176,1,6.0
51827,877,210,12.5
51828,877,20,5.6
51829,877,116,11.7
51830,877,267,25.7
31634,877,122,17.1
51831,877,20,53.0
51832,877,62,0.0
51833,877,28,18.5
51834,877,120,0.0
51835,877,215,11.4
51835,385,47,4.7
31637,190,17,36.3
51836,877,48,4.8
51837,877,8,18.0
51838,877,15,11.0
51839,877,9,15.4
51840,877,34,0.0
51841,188,5,7.5
51841,877,2,6.1
51841,190,4,4.6
51842,877,16,47.3
51843,875,24,35.0
51844,877,16,22.0
51845,877,37,4.5
51846,877,65,0.0
51847,877,26,0.0
51848,877,8,0.0
31643,301,47,22.0
31643,765,16,5.2
51849,877,96,0.0
31645,190,110,86.1
51850,875,9,60.6
31651,877,8,67.5
51851,877,28,23.6
31652,156,2,48.0
31652,190,6,60.0
51852,156,34,1.5
51852,188,3,0.3
51852,522,3,0.3
51852,1168,9,53.5
31655,522,7,2.7
31655,190,8,30.2
51853,877,68,52.0
31657,877,15,1.5
51854,877,11,44.5
51854,875,17,55.5
51855,877,11,6.0
51856,877,38,20.0
51856,875,1,10.0
51857,877,36,0.0
51858,877,87,8.7
31666,875,12,40.0
51859,877,18,1.4
31669,187,1,1.0
31669,188,10,5.5
31669,190,6,6.0
31669,1168,4,4.0
51860,877,70,25.5
31670,877,28,60.3
31671,190,266,10.8
31672,397,37,27.0
51861,877,65,0.0
51862,877,131,0.1
31673,187,3,7.0
31673,188,5,45.0
31674,187,4,0.4
31674,188,18,89.6
51863,877,168,17.2
51863,190,9,6.8
31676,190,79,37.5
51864,877,48,0.1
31677,187,29,109.3
51865,877,180,18.0
51866,875,10,0.0
51867,190,32,2.7
51868,188,7,11.2
51868,877,4,2.0
31682,875,40,30.9
31683,188,104,10.5
31684,190,82,37.8
51869,877,223,28.9
51870,190,23,18.4
51871,877,28,1.8
51872,877,36,0.0
31690,877,3,0.0
31690,702,75,32.6
31691,188,40,15.3
51873,877,71,0.1
31692,156,4,8.01
31692,188,7,3.0
31692,190,101,7.52
31692,1168,5,0.0
31693,877,14,28.4
31694,877,3,4.5
31694,190,9,35.2
31695,877,36,0.0
31696,187,8,0.4
31696,188,12,0.7
31696,877,820,232.3
31696,385,3,0.2
31697,187,5,0.5
31697,156,5,0.5
31697,188,12,7.1
31697,877,11,1.1
31697,385,7,0.7
31697,522,9,0.9
31697,190,7,0.7
31697,1168,6,0.6
31698,397,25,10.5
51874,877,143,3.7
31699,188,10,0.0
31699,190,8,20.2
51875,373,34,2.3
51875,872,3,0.0
51876,877,396,27.7
51877,877,128,45.5
51878,877,105,23.8
51879,877,8,7.0
31701,187,1,2.0
31701,156,17,0.8
31701,188,1,3.0
31701,190,2,5.0
31701,1168,90,21.0
51880,877,32,35.3
51880,702,1,0.1
31702,670,3,0.3
31702,152,3,0.3
31702,702,3,0.3
31702,773,18,123.8
51881,877,128,0.0
31704,877,62,53.8
51882,877,144,11.6
51883,877,187,0.5
51884,877,103,6.9
51885,188,65,6.5
51885,877,14,1.4
31707,702,68,83.0
31709,187,2,0.2
31709,156,3,0.3
31709,188,2,0.2
31709,957,1,0.1
31709,190,20,121.3
31709,1168,2,0.2
51886,668,10,69.6
51887,877,61,0.0
31711,515,62,13.7
31713,877,12,63.4
51888,877,56,28.5
51889,877,42,0.0
51890,877,57,0.2
51891,190,8,3.1
31719,188,45,17.4
51892,877,40,0.0
51893,188,8,5.5
51893,877,3,2.2
51893,385,81,3.98
51893,190,24,4.71
31720,877,224,27.1
31722,877,16,0.0
31723,189,2,0.1
31723,513,2,0.1
31723,267,2,0.1
31723,190,2,0.1
31723,875,45,99.42
51894,877,70,0.0
51895,156,1,0.0
51895,877,155,24.8
51896,188,5,0.0
51896,1168,47,0.0
51897,187,26,2.6
51897,188,1,5.0
51897,877,117,25.5
51897,522,15,1.5
31726,188,78,31.2
31727,188,127,13.0
31727,877,32,9.1
51898,877,171,8.9
31728,732,68,232.3
31729,176,1,0.1
31729,190,9,10.9
51899,877,29,0.0
51900,877,29,0.0
51900,385,3,0.0
31734,190,48,16.2
31735,188,1,5.0
31735,877,1,0.7
31735,190,10,45.3
51901,877,140,0.2
51902,877,8,0.0
51903,877,26,0.0
51904,877,20,26.0
51905,877,232,21.3
51906,187,7,0.7
51906,156,8,10.7
51906,188,10,15.4
51906,522,7,0.7
51906,190,8,0.8
51906,1168,7,0.7
31743,190,140,14.9
31744,156,2,0.2
31744,515,2,0.2
31744,522,3,3.0
31744,190,2,0.2
31744,393,1,0.1
31744,1168,1,0.1
51907,877,28,13.5
51908,373,18,17.9
51909,877,72,0.0
51910,877,24,16.0
51910,385,23,16.6
51911,877,24,0.0
51912,877,108,0.0
51913,877,17,0.0
51914,877,167,13.1
51915,877,89,0.4
51915,385,3,0.0
51916,877,47,3.9
31746,190,12,2.0
51917,877,24,45.4
51918,190,138,19.2
51919,156,66,6.6
51920,877,19,54.0
51921,877,80,0.0
51922,877,70,28.1
31748,877,79,19.8
31748,1168,16,4.4
31749,190,9,58.0
31749,317,3,3.0
31751,190,36,2317.2
31753,877,31,57.2
31754,299,105,63.9
51923,316,12,27.5
51924,875,77,0.0
51925,877,10,0.0
31758,188,21,2.0
31758,877,287,20.2
31758,385,63,7.4
31758,515,13,6.0
31759,385,1,1.8
31759,190,40,12.8
31760,385,5,18.0
31760,515,3,17.0
31760,704,4,11.0
31760,1189,4,10.0
31762,152,18,29.8
31762,702,3,1.2
31762,1159,3,20.1
31762,773,4,22.1
31763,875,92,89.0
31765,515,5,6.0
31765,190,53,31.3
51926,875,39,37.2
31768,877,3,3.1
31768,373,13,3.1
31768,522,3,5.0
31768,190,3,4.0
31768,1168,2,10.6
51927,877,21,105.1
31771,188,1,10.0
31771,877,15,7.0
31772,296,14,21.8
51928,877,38,12.9
51929,875,17,38.0
51930,342,48,6.1
31773,156,349,157.32
31775,156,67,88.0
31775,877,3,0.3
31775,373,4,0.4
31775,702,4,0.4
31775,522,4,0.4
31775,190,4,0.4
31775,1168,4,0.4
31775,875,4,0.4
31775,528,4,0.4
31775,397,16,21.4
51931,877,49,52.4
51932,877,57,25.2
31778,397,16,2.0
31780,156,1,1.0
31780,373,1,1.0
31780,875,14,16.4
51933,152,10,61.0
51934,877,104,0.0
31783,877,28,21.5
51935,875,146,60.2
31784,877,1,0.1
31784,702,1,0.1
31784,301,11,9.9
51936,877,10,0.0
31789,877,27,2.4
51937,877,29,22.7
31793,515,33,3.3
31793,190,27,66.0
51938,1157,12,40.0
51939,702,16,34.5
31795,1168,9,51.2
31795,301,4,0.4
51940,877,57,0.0
51941,877,113,0.3
31797,156,3,21.6
31797,190,5,31.5
31799,515,4,8.0
31799,522,72,57.6
51942,522,7,0.7
51942,190,9,28.5
31802,156,4,7.2
31802,190,4,7.2
31804,643,53,1.0
31804,176,51,6.5
31805,877,10,24.4
31807,156,1,0.1
31807,380,1,0.1
31807,522,5,10.3
31807,190,1,0.1
31807,1168,8,71.1
31808,190,40,280.7
31809,397,66,6.6
31810,385,2,0.2
31810,373,3,0.3
31810,985,1,0.1
31810,773,1,0.1
31810,397,1,0.1
31811,156,2,0.2
31811,1128,1,0.1
31811,877,11,1.0
31811,299,1,0.1
31811,45,1,0.1
31811,342,1,0.1
31811,190,1,0.1
31811,875,1,0.1
31814,702,2,0.2
31814,190,1,0.1
31814,1168,5,82.3
51943,877,16,0.0
31820,877,2,0.6
31820,190,14,63.0
51944,875,58,28.6
31824,316,9,54.0
31825,875,80,53.0
51945,877,61,76.0
51946,877,16,22.6
31827,385,11,12.8
31827,522,10,0.5
31827,190,32,16.9
31827,1168,13,7.1
31829,190,11,35.0
51947,877,6,48.7
51947,190,17,3.6
31830,877,19,19.7
51948,877,25,97.5
51949,877,16,7.0
51950,877,24,0.0
51950,875,97,33.0
31832,665,11,22.0
31832,914,10,13.0
31832,516,28,26.0
31832,963,11,16.5
31833,176,1,9.0
