user,room,weight,consumption
2023,26,47,77.0
2025,35,23,0.0
2026,718,19,30.6
2028,26,38,123.4
2028,154,1,0.1
2028,109,1,0.1
2029,116,2,0.2
2029,127,18,2.5
2032,84,1,100.0
2032,33,9,6.2
2033,37,19,9.1
2033,38,5,5.0
2034,559,8,0.5
2035,75,32,29.5
2036,26,55,123.4
2036,53,18,25.5
2038,26,2,0.2
2038,276,4,0.4
2038,368,3,0.3
2038,305,3,0.3
2038,508,3,0.3
2038,1073,3,0.3
2039,26,7,9.0
2039,37,3,15.0
2039,40,7,9.0
2039,346,7,9.0
2040,26,7,22.0
2040,33,5,10.6
2041,26,23,2.7
2042,126,12,0.6
2043,33,1,0.0
2043,256,32,26.0
2043,204,20,0.2
2044,38,69,137.0
2046,114,16,63.9
2046,160,8,0.8
2048,40,9,0.0
2048,53,71,67.0
38994,26,8,9.0
2050,26,8,67.0
2051,26,30,158.9
2052,26,23,0.0
2052,936,1,0.0
2053,26,42,148.2
2056,26,10,70.3
2058,26,23,60.9
2059,26,62,48.3
38995,26,6,53.5
38995,33,7,32.0
38996,26,45,10.0
38997,26,25,31.2
38998,346,9,21.2
2071,33,7,0.3
2071,36,20,6.9
2071,508,3,0.1
2071,346,4,0.2
2072,26,82,64.0
2073,26,10,3.7
2073,36,8,3.5
2075,26,16,50.9
2077,26,167,80.8
38999,26,20,31.8
2079,26,174,41.2
2079,29,4,0.2
39000,26,8,63.2
2080,26,5,14.0
2080,880,6,0.2
2080,120,1,0.1
2081,26,8,84.0
2083,875,204,61.8
2085,26,10,1.9
2086,164,24,96.9
39001,26,10,83.5
2088,53,35,108.0
2090,596,11,1.1
2090,178,11,1.1
2092,26,64,73.5
39002,33,30,16.3
2098,35,2,0.1
2098,75,2,0.1
2098,346,1,0.1
2098,55,22,55.6
2101,26,22,2.2
2105,53,14,57.0
2106,26,16,108.0
2106,53,1,0.2
39003,26,43,43.0
2108,26,12,22.0
39004,26,74,92.2
2112,26,12,38.9
39005,26,19,116.8
2115,26,12,51.5
2120,35,1,0.0
2120,74,21,30.2
39006,33,1,1.0
39006,346,118,45.8
2122,216,2,3.0
2122,106,15,1.5
2128,870,8,0.8
39007,33,12,5.0
2134,26,13,57.5
2135,26,17,45.1
2136,26,23,105.0
2137,26,54,81.0
2138,26,24,146.9
2139,26,151,99.0
2139,53,3,0.0
39008,53,42,51.5
39009,26,8,65.0
2144,26,18,136.5
2146,26,19,15.7
2146,40,5,1.9
39010,53,13,29.8
2147,26,52,189.95
2148,26,60,17.0
2151,26,80,157.3
2155,26,128,110.3
2155,53,8,0.8
2156,26,106,115.9
2157,26,53,15.2
2162,26,75,136.2
2163,26,10,43.5
2166,26,12,93.0
2167,26,20,120.02
2168,35,94,9.4
2168,40,548,53.9
2168,346,139,2.8
39011,26,16,24.0
2170,26,62,77.7
2175,26,22,116.3
2177,26,44,117.7
2177,35,1,0.1
2178,26,12,1.2
2179,26,46,4.6
39012,26,16,24.0
2184,26,146,83.9
2184,40,4,1.3
2187,26,12,126.0
2191,26,28,64.2
2193,26,63,35.2
2194,26,16,96.0
39013,26,24,42.8
39013,53,16,43.4
2195,26,23,10.9
2195,31,2,10.0
2196,26,93,124.5
2196,33,1,0.0
2197,26,16,50.5
2201,26,108,149.1
2202,26,12,1.2
2203,26,51,5.1
2205,26,289,87.7
2206,26,46,107.67
2206,40,1,0.1
2206,46,1,0.1
39014,26,7,155.6
39014,33,1,0.1
2208,31,82,85.4
2211,26,20,2.2
2212,26,24,41.7
2213,26,14,14.0
2213,40,10,15.0
2216,26,76,114.0
2219,29,16,105.0
2224,26,30,83.8
2225,26,11,1.1
2225,303,10,1.0
2225,29,92,92.8
2225,216,10,1.0
2226,26,91,137.8
2229,31,240,58.2
2230,875,25,41.0
2234,26,202,70.9
2236,26,29,8.3
2236,249,8,8.0
2236,40,5,5.0
2236,346,5,5.0
2240,35,11,20.0
39015,26,16,1.7
2242,26,60,295.6
39016,26,73,107.0
39017,26,6,46.5
39017,875,54,50.4
39018,26,8,113.0
2244,26,12,1.6
2245,26,14,18.2
2248,26,5,0.5
2248,36,4,0.4
2248,175,5,0.5
2251,26,13,26.0
2252,26,76,7.2
2253,31,19,0.4
2254,26,56,11.0
2255,26,147,118.8
2255,36,13,3.1
2255,37,11,1.1
2255,40,11,1.1
2255,53,11,1.1
2255,382,11,1.1
2261,26,12,10.5
2261,33,1,10.5
2264,26,16,126.0
2266,26,14,72.9
39019,26,12,35.5
39019,35,2,15.0
39019,53,6,26.0
2272,175,28,72.2
2273,26,1,0.1
2273,33,1,1.0
2273,35,2,1.1
2273,74,6,7.6
2273,40,1,1.0
2273,346,1,0.1
2274,346,55,7.9
2275,26,27,137.0
2276,26,15,1.6
39020,26,13,75.0
2277,29,1,1.0
2277,36,11,2.0
39021,26,12,6.0
2281,26,28,134.5
2282,26,44,44.0
39022,26,10,4.8
2285,26,44,159.4
39023,26,11,11.0
2292,116,2,0.2
2292,33,2,0.2
2292,35,231,217.7
2292,74,2,0.2
2294,26,12,1.2
2294,214,12,1.2
39024,26,48,72.0
39025,38,99,101.0
2296,26,152,70.0
2297,35,19,73.4
2297,222,1,0.1
2298,26,293,29.3
2299,26,17,53.0
39026,26,44,123.2
2300,26,20,7.0
2300,33,24,2.4
2300,36,2,6.0
2300,40,2,7.0
2301,26,108,149.2
2303,26,45,3.3
2304,40,64,0.0
39027,36,51,5.1
39028,53,18,27.0
2317,26,80,62.0
39029,26,31,96.0
39029,53,61,32.0
39030,26,13,30.7
2319,26,43,83.5
2321,26,130,75.5
39031,26,12,56.0
39031,53,4,18.0
39032,26,61,72.0
39032,33,26,0.0
2326,26,20,31.7
39033,26,13,25.0
39033,53,3,6.0
39034,31,20,147.0
2329,97,209,67.5
2329,53,11,0.0
39035,346,55,35.6
39036,26,11,1.1
2333,53,86,71.3
2334,26,1,48.0
2334,36,21,24.0
2336,53,238,80.6
2337,26,36,122.9
2338,216,7,0.4
2338,35,6,0.3
2338,53,13,4.5
2339,26,22,149.3
2340,26,205,93.4
39037,26,12,52.6
2344,26,3,11.0
2344,109,6,6.0
2344,72,2,2.0
2346,26,33,11.5
2346,35,42,30.9
2347,26,13,32.6
39038,26,10,20.8
2348,26,49,46.8
2349,26,11,115.3
2350,26,14,1.4
2350,875,15,1.5
2351,53,36,39.5
2355,31,12,33.3
39039,26,42,4.2
39039,175,104,10.4
2360,26,3,0.2
2360,18,21,28.9
39040,26,25,56.0
39041,40,14,8.4
39042,26,12,126.0
2363,851,17,0.9
2363,358,63,17.6
2365,354,8,1.7
2365,110,5,1.0
2366,26,8,186.6
2370,26,21,2.6
2370,35,4,52.8
2370,50,2,0.2
2370,40,2,0.2
2372,2,160,59.8
39043,26,8,16.0
39043,31,4,20.0
2376,26,12,30.0
2376,346,1,10.0
39044,26,16,72.0
2379,26,121,108.7
2381,53,8,6.7
2382,26,1,0.1
2382,230,65,143.5
2382,490,1,0.1
2382,40,1,0.1
2382,643,1,0.1
2384,33,357,39.1
2384,35,4,0.0
2386,31,112,38.7
2387,26,15,80.0
2387,122,5,6.0
2388,26,6,17.0
2388,31,10,11.0
2392,26,45,129.3
39045,33,14,0.1
39045,36,1,0.1
39045,53,1,0.1
2393,35,98,152.1
39046,26,9,115.5
2397,35,24,113.5
39047,26,64,132.0
39048,35,19,116.7
2405,31,18,86.2
2407,26,34,106.3
39049,26,56,65.0
39050,26,71,19.2
39051,26,2,0.2
39051,7,176,88.8
2414,26,4,40.1
2414,175,1,30.0
2414,272,5,0.0
2417,26,3,15.0
2417,33,18,11.3
2417,154,3,9.0
2417,74,16,32.2
2419,373,3,0.3
2419,190,4,51.2
2419,504,3,0.3
2419,397,3,0.3
2422,26,23,60.7
39052,26,13,68.4
39053,53,21,71.0
2428,26,15,6.4
2428,53,24,32.2
2429,940,241,149.6
2431,36,79,32.0
2433,26,5,7.5
2433,161,5,7.0
2436,37,4,13.0
2436,346,14,45.0
2438,26,6,105.6
2438,29,4,0.3
2439,26,29,140.0
2439,32,1,0.1
2439,50,2,0.2
39054,26,109,20.8
2442,26,18,6.5
2442,33,1,0.0
2442,117,236,59.1
2442,102,28,0.0
2443,26,28,158.6
39055,35,176,39.9
2444,26,21,84.0
2450,26,7,7.4
2450,286,6,25.3
39056,26,16,63.0
39057,26,2,0.2
39057,74,19,17.3
2451,808,110,32.3
2451,857,2,0.1
2452,26,41,179.9
2452,35,11,0.9
2452,36,12,0.7
2454,26,137,60.0
39058,26,13,29.7
2455,26,36,77.0
2456,26,11,1.1
2456,242,12,1.2
39059,26,20,48.2
2460,26,239,1.0
2460,21,54,2.0
2461,26,50,90.0
2461,53,27,0.0
39060,26,14,8.6
39061,29,12,52.8
39061,204,1,7.2
2463,26,20,35.2
2465,26,67,6.7
2465,36,95,9.5
2465,37,111,11.1
2466,26,11,126.0
2470,26,84,147.5
2470,7,5,0.5
2470,40,3,0.3
2470,346,4,0.4
2471,26,13,13.0
2476,26,52,133.5
2477,26,63,23.0
2478,26,1,0.0
2478,53,38,0.2
2480,26,11,59.0
2487,26,8,94.5
2488,26,24,147.2
39062,26,6,0.6
39062,35,35,8.0
2490,26,90,104.9
2492,26,17,1.3
39063,26,23,2.3
2496,26,8,11.3
39064,40,22,39.9
39065,26,8,70.0
2497,26,47,28.4
39066,26,28,48.9
2499,26,11,13.5
2500,101,240,39.4
39067,26,41,20.3
39068,26,25,74.9
39068,40,6,6.5
39069,26,8,168.0
2502,26,280,18.5
2502,53,1,0.0
2503,26,81,90.0
2504,26,62,46.7
2505,53,14,1.3
39070,26,24,7.8
39070,40,64,19.6
2506,26,7,0.7
2506,346,3,0.3
39071,35,14,36.5
2507,373,8,70.0
39072,26,284,24.5
2509,26,7,7.0
2509,36,7,7.0
2509,52,8,8.0
2510,26,16,52.5
2510,53,1,0.0
39073,26,95,35.8
2511,26,79,38.4
39074,26,11,104.5
2513,26,24,28.4
39075,26,3,15.0
39075,33,3,15.0
39075,186,6,1.8
2518,26,81,87.2
39076,26,38,3.8
39077,26,13,1.3
39078,26,9,0.9
2523,26,16,73.5
2523,52,72,63.0
39079,26,8,75.0
2524,26,47,32.7
39080,26,16,41.2
2525,33,1,1.0
2525,74,1,0.1
2525,53,66,138.78
2529,26,28,115.4
2530,26,8,63.0
39081,36,24,28.0
2532,26,11,1.1
2532,875,1,0.1
39082,40,13,114.5
2533,26,13,1.3
2533,31,109,72.5
2533,40,6,17.0
39083,26,8,0.8
2534,26,2,0.2
2534,73,7,62.0
39084,26,5,0.5
39084,488,53,5.4
2538,26,49,173.9
2539,26,52,112.7
2541,36,51,76.6
39085,26,4,12.5
39085,31,4,16.0
39086,40,21,40.0
2545,33,17,0.0
2545,668,15,9.0
2547,26,18,115.5
2548,26,14,5.4
2548,36,29,124.4
2549,26,89,103.2
2549,53,4,0.0
2552,26,4,0.4
2552,216,4,0.4
2553,26,35,144.6
2553,346,11,1.2
39087,35,40,28.2
39087,7,7,0.3
39087,37,1,0.1
39088,26,27,36.0
39088,33,25,44.5
2554,26,10,33.5
2554,53,44,0.0
39089,26,36,103.0
2556,26,11,1.1
2556,50,35,118.5
2558,26,1,0.1
2558,29,25,80.5
2558,31,1,0.1
2558,566,1,0.1
2559,26,19,19.0
2559,116,24,24.0
2559,35,25,25.0
2561,26,25,41.5
2561,346,31,74.0
2562,26,17,64.1
39090,26,8,38.0
39090,33,20,46.5
2563,26,12,1.1
2563,36,16,47.9
39091,26,48,84.6
39091,35,1,10.0
2565,26,66,115.1
2566,26,5,10.1
2566,53,3,0.0
2569,26,20,11.4
2569,33,15,10.3
2570,33,2,0.2
2570,35,5,24.4
2570,36,3,0.2
39092,26,3,0.3
39092,4,3,29.4
39092,40,3,0.3
2571,26,72,138.5
2572,26,8,0.8
2573,26,144,27.0
39093,26,5,15.6
39093,35,7,14.0
2575,875,8,64.0
39094,26,52,81.8
2576,26,65,95.0
2576,109,1,0.0
2577,31,31,85.6
39095,26,16,31.0
39096,26,26,26.0
39097,26,12,29.6
39098,26,28,28.0
2580,26,24,5.7
2581,26,28,1.9
2581,36,17,1.2
2582,26,44,20.5
2583,26,8,1.0
2583,7,10,98.0
39099,26,8,13.4
2586,26,32,1.8
39100,26,16,31.1
39101,40,33,1.1
2587,26,41,78.9
2588,26,41,0.0
2592,26,39,40.0
2592,216,81,8.5
2593,26,19,15.4
2593,40,68,68.0
2593,19,14,9.5
2594,26,8,82.5
2597,26,105,93.7
39102,26,13,20.6
39102,40,15,23.0
2599,26,12,1.2
39103,346,37,30.0
2600,26,128,64.6
39104,26,40,43.5
39105,26,8,4.6
39106,26,120,63.2
2602,26,101,32.9
39107,26,10,20.0
39107,40,5,5.0
39108,26,13,1.3
39109,53,20,0.0
2603,26,76,101.6
2605,26,10,1.0
2605,89,10,1.0
2605,346,184,103.7
2608,26,2,0.2
2608,154,34,147.1
2608,346,4,0.4
2609,26,12,34.9
2610,26,111,39.5
39110,26,59,8.6
39110,346,277,14.9
2611,26,43,136.4
2612,26,13,105.0
39111,26,79,124.6
39112,26,68,27.5
39113,26,72,50.4
2615,26,88,81.6
2616,26,12,74.9
2617,26,214,93.0
2617,33,10,0.0
2618,26,8,84.0
2620,26,22,52.9
39114,26,13,13.0
2623,26,16,7.0
2624,26,92,73.4
39115,53,9,0.0
2626,26,8,0.8
2626,353,9,64.7
39116,26,42,48.2
2628,26,15,46.0
2628,160,27,46.6
2634,26,34,30.0
2634,40,146,36.7
2635,26,32,45.0
39117,26,22,2.2
2636,26,12,44.0
39118,26,6,6.0
39118,53,29,43.5
39119,346,60,6.0
39120,26,9,20.2
2640,26,9,64.9
39121,26,10,20.7
2644,26,8,25.9
2645,26,8,17.5
2645,40,6,45.0
39122,26,38,32.5
2646,40,32,3.2
2647,26,7,0.6
2647,346,13,97.6
39123,26,20,62.3
39124,33,11,23.6
2651,26,2,72.0
2651,373,36,0.0
39125,26,28,28.0
2652,26,164,104.6
39126,26,18,18.0
39127,26,8,0.8
2654,26,102,101.2
39128,26,38,4.7
2657,26,8,0.8
39129,26,12,41.7
39130,26,87,83.7
2658,222,18,55.8
2660,26,3,0.5
2660,53,28,139.0
2663,26,94,17.0
2663,875,93,17.5
2664,26,33,13.1
39131,26,9,30.0
2666,26,214,124.7
2666,33,6,0.4
2667,26,3,7.5
2667,53,6,50.0
39132,26,103,10.3
39132,40,1,1.0
2668,26,7,38.5
2668,7,8,14.0
39133,26,3,1.2
39133,40,5,1.4
2670,26,9,42.0
2672,26,20,45.5
2672,249,8,10.5
2673,26,223,115.5
39134,26,12,12.0
2675,26,9,0.9
39135,26,25,41.0
2678,26,95,98.7
2680,117,15,21.7
2681,346,16,112.0
39136,26,22,13.7
39137,26,8,11.0
39138,26,10,1.0
39138,157,8,10.4
2687,26,34,58.3
39139,26,7,23.0
39139,175,13,16.1
39140,26,132,82.0
2689,26,13,1.3
2692,36,83,83.0
2693,26,9,0.9
2693,35,30,83.6
2693,74,9,0.9
2694,26,11,1.1
2694,57,11,1.1
2694,35,11,1.1
2694,74,11,1.1
2695,26,7,25.0
2695,63,4,12.5
2698,26,26,29.2
2698,53,94,0.0
39141,26,76,114.0
39142,40,58,43.6
39143,26,22,22.9
39144,26,8,10.7
39144,50,25,42.3
39144,175,9,2.3
2704,33,15,22.5
2707,114,8,8.0
39145,33,125,25.2
39146,33,144,69.0
2709,33,27,40.0
2709,109,5,2.4
39147,33,8,53.1
39148,346,32,59.2
2714,33,18,12.7
2714,36,21,30.5
2714,37,4,20.0
2714,109,33,35.5
39149,33,7,20.9
39149,875,5,14.6
39150,33,16,45.6
39151,26,38,57.0
39152,141,39,16.1
39153,33,136,56.8
39154,26,1,9.0
39154,508,12,63.0
2719,26,14,133.0
39155,26,12,1.9
39156,26,36,34.2
39157,36,12,38.6
39158,26,14,6.8
39158,40,7,7.0
39159,26,12,18.0
39160,26,5,1.9
39160,7,5,0.5
39160,101,5,0.5
2721,26,70,30.0
2722,26,16,110.5
2722,31,47,4.9
2723,26,32,51.0
2723,40,47,52.5
2723,141,1,1.5
2724,26,16,12.3
2724,304,22,11.1
2724,97,12,6.0
2724,214,13,6.5
39161,26,12,8.8
39162,40,16,81.6
39163,26,15,42.0
39164,26,28,37.5
2726,26,129,157.0
2733,26,8,0.8
2736,31,52,53.3
39165,26,53,58.8
39166,26,31,63.5
2739,26,6,32.5
2739,36,26,55.7
2741,26,24,22.1
2744,33,25,8.4
2745,26,12,61.5
2747,26,12,1.1
2747,160,12,1.2
2748,26,11,1.1
2748,40,11,1.1
2751,26,12,24.0
2751,31,11,16.5
2751,38,21,26.0
2751,346,12,12.0
2754,26,34,77.4
39167,26,12,21.5
2757,26,10,12.7
2758,26,70,93.7
2758,31,10,0.9
39168,26,8,14.0
2761,26,4,4.0
2761,38,5,5.0
2761,52,5,5.0
2762,26,12,12.0
2762,346,116,68.0
39169,26,12,14.9
39169,40,46,11.0
39170,26,1,0.1
39170,7,52,11.5
39171,346,22,17.3
2766,26,12,105.0
2768,26,12,99.0
2769,26,14,17.0
2770,26,14,48.8
2770,368,14,0.9
2771,26,23,43.0
2771,31,45,37.0
2772,26,63,44.1
2773,942,97,34.8
2773,943,12,0.0
2773,812,14,68.7
2773,833,2,1.1
2774,26,60,6.0
2774,346,108,108.0
2776,26,27,67.2
2778,26,35,126.7
2780,26,14,14.1
39172,26,8,81.0
2783,26,29,95.1
39173,26,16,70.5
39174,26,9,0.9
39175,26,35,42.9
2784,26,27,137.5
2785,26,31,42.0
2785,50,4,4.0
2785,346,4,4.0
2786,26,48,71.0
2787,26,5,19.5
2787,31,23,38.0
39176,26,8,60.2
39176,33,14,10.1
2788,26,39,15.1
39177,26,4,0.4
39177,38,5,0.5
39177,175,6,0.6
39178,26,8,12.0
39179,26,35,3.5
39180,26,26,26.0
2790,26,128,11.9
2792,26,24,70.0
39181,26,9,60.0
2794,26,32,107.2
39182,26,15,59.6
39183,26,8,37.0
2795,26,13,1.3
2795,38,47,57.8
2796,26,18,10.5
2797,26,137,84.0
2798,26,22,95.0
39184,26,21,21.7
2799,26,21,22.5
39185,53,11,38.0
39186,26,9,45.0
2802,26,2,2.0
2802,50,1,1.0
2802,175,2,2.0
2802,53,1,1.0
2802,346,2,2.0
2803,31,55,63.0
39187,26,8,53.2
2806,26,9,15.7
39188,26,9,0.9
39188,346,11,1.1
2808,26,141,79.9
2809,53,13,10.0
2810,26,60,48.0
2812,26,55,8.9
2812,35,9,9.0
2813,26,112,124.9
2815,26,11,1.3
39189,26,7,20.0
39189,346,13,28.5
39190,26,19,31.0
39191,26,77,83.4
39192,26,20,51.5
2823,31,41,65.4
2824,875,394,53.8
39193,26,72,15.2
39193,35,10,1.0
2825,26,37,13.6
2825,35,72,2.9
39194,26,8,29.0
39194,346,27,43.0
39195,26,43,86.9
39196,33,180,13.2
2826,26,40,44.9
2827,26,130,59.9
39197,26,6,63.4
39197,33,5,0.5
39198,26,10,19.0
39199,26,15,22.6
2828,26,19,14.5
2828,40,25,26.5
2831,26,13,1.0
2832,26,95,83.1
2833,26,60,85.1
2833,53,74,27.6
2834,26,7,8.0
2834,35,46,60.0
39200,35,45,7.4
2835,26,40,133.7
39201,26,22,72.0
39202,26,8,36.0
39203,26,17,1.7
39203,346,17,17.0
2839,26,24,1.2
39204,26,33,72.5
39204,35,7,2.5
2843,346,54,44.0
2844,31,10,42.6
2844,50,1,10.5
2844,252,73,156.1
2846,26,30,53.5
39205,26,9,29.1
39205,37,7,23.0
39206,26,61,81.0
2848,26,16,22.5
2848,368,17,24.0
39207,26,11,74.6
39207,216,5,0.0
39207,222,1,0.0
39208,346,10,27.5
39209,26,20,55.0
39210,26,11,0.9
2849,26,26,17.0
2849,35,25,21.4
2850,26,12,12.0
2850,35,12,13.0
2851,26,17,105.5
2852,26,9,82.0
39211,346,12,23.9
2853,26,12,36.0
2854,26,19,144.9
2855,26,16,1.6
2855,160,14,1.4
2855,89,24,131.0
2856,26,41,99.1
2858,26,9,0.9
2858,37,9,0.9
2858,218,12,1.2
2859,26,37,136.5
2861,26,6,20.0
2861,40,6,61.0
39212,53,17,45.0
39213,26,3,0.2
39213,40,2,0.2
39213,53,14,104.8
39213,346,2,0.1
39214,346,17,8.0
39215,33,52,0.0
2870,26,11,1.1
2870,36,15,1.5
2873,26,5,42.0
2873,33,9,36.0
39216,26,11,7.0
39217,26,4,0.2
39217,216,7,30.1
39217,40,3,4.1
39217,346,3,0.2
39218,26,46,25.0
2878,26,26,50.0
2878,175,21,15.9
2880,162,143,26.1
2880,175,4,0.4
2882,31,25,22.0
39219,26,9,0.9
39220,346,44,89.0
39221,31,179,59.3
39222,26,6,9.0
39222,368,6,6.0
39223,38,71,43.8
39224,26,75,86.1
2894,26,66,110.0
39225,346,54,27.4
2896,176,1,6.0
2896,875,693,58.6
39226,26,16,125.7
39227,31,9,37.0
2904,26,45,109.6
39228,175,78,135.9
39229,160,12,0.0
39229,38,76,4.7
39230,26,12,1.2
2910,33,27,34.5
2913,26,90,115.5
39231,33,16,31.2
2914,346,9,0.0
2921,346,12,30.8
2923,26,310,0.2
2923,133,26,3472.0
2923,36,4,0.2
2923,397,12,1082.1
39232,33,2,5.2
39232,53,62,49.1
2928,26,11,0.0
2928,33,15,76.6
2928,40,2,4.0
2929,33,18,78.1
2929,71,1,100.0
2932,346,73,38.5
2932,158,34,41.7
2933,26,140,97.5
39233,26,1,0.1
39233,35,1,0.1
39233,40,26,43.4
39234,346,56,15.7
39235,26,34,104.0
2937,26,28,36.0
2939,83,27,1278.0
39236,26,12,3.0
2949,26,2,1.1
2949,204,170,45.3
39237,160,18,89.8
2963,26,8,125.8
2965,26,4,0.4
2965,35,4,0.4
2965,36,1,0.1
2965,38,73,39.9
2965,42,3,0.3
2965,346,2,0.2
2972,157,102,18.0
2973,26,42,53.0
2976,26,8,37.5
2977,26,8,0.1
2978,26,45,130.0
2978,133,45,5.4
39238,26,28,42.4
39239,26,22,126.8
2989,26,7,3.4
2989,53,113,143.4
39240,26,39,128.0
2990,26,7,8.4
2990,31,1,10.0
2990,53,2,20.0
2991,26,16,0.2
3000,61,90,74.6
3003,26,40,64.4
3005,26,5,0.5
3005,53,25,11.6
3006,26,2,0.2
3006,91,9,0.9
3006,204,2,0.2
39241,26,10,28.0
39242,26,37,63.2
3013,26,5,37.5
3013,53,6,36.0
3014,26,20,73.4
39243,40,169,14.6
3021,26,48,115.5
3023,26,5,0.5
3023,33,57,27.02
3024,53,31,105.5
3025,26,14,31.1
3033,346,106,71.8
3037,26,12,50.7
3037,53,103,16.8
3037,346,18,7.8
3039,26,14,31.1
3039,346,42,8.8
39244,26,9,15.7
39245,35,4,30.0
39245,74,4,35.0
39246,26,9,1.0
3052,26,23,30.0
3054,26,5,0.4
3054,116,7,0.3
3054,488,1,0.0
3054,1157,54,3.9
3054,397,12,0.6
3054,822,1,0.1
3061,468,16,115.5
3062,26,40,81.6
39247,26,21,24.0
3064,26,32,6.2
3064,488,26,13.3
3064,346,42,7.9
39248,26,24,22.5
39249,53,13,70.5
3069,31,152,47.9
39250,26,191,58.2
39251,26,19,109.6
3078,26,25,63.0
39252,346,46,34.0
39253,26,10,42.5
3082,26,80,54.6
39254,26,8,0.6
3093,26,31,11.2
3093,29,29,27.8
3093,31,12,23.0
3093,33,22,30.0
3093,109,5,0.0
3096,26,11,126.0
3099,101,152,30.6
3100,26,84,33.2
3104,26,18,36.0
3105,26,15,52.9
3105,53,1,6.0
39255,26,12,12.0
3106,26,56,124.3
3106,40,4,0.4
3107,35,187,95.1
39256,7,16,35.6
39257,26,1,0.2
39257,50,87,72.6
39258,26,21,33.2
3120,26,27,167.5
3122,26,15,110.0
3122,53,26,0.0
39259,26,56,127.6
3123,346,12,18.2
3127,26,20,55.0
39260,33,160,80.8
3130,26,44,130.2
3133,26,12,0.0
3136,26,36,79.0
3139,31,50,41.2
3140,26,10,1.3
3140,19,6,0.9
39261,26,2,10.0
39261,40,11,5.8
3142,26,21,32.0
39262,26,39,15.6
39262,40,2,6.0
3143,26,2,0.2
3143,33,7,8.0
3143,35,2,0.2
3143,37,1,0.1
3144,230,3,21.0
3144,106,2,1.1
3144,35,4,1.3
3144,582,6,22.0
39263,26,11,52.5
39264,26,3,1.2
39264,42,5,5.0
39265,346,24,21.3
39266,216,32,21.1
3149,26,5,18.0
3149,31,5,18.5
3149,52,13,19.5
39267,26,31,3.1
3156,26,8,63.0
39268,26,9,14.5
3157,123,13,0.7
3157,7,24,8.0
3157,587,1,0.1
3157,169,1,0.1
3158,26,60,48.0
3161,26,17,89.0
3162,26,12,132.5
3164,26,12,3.9
3164,33,4,4.0
3164,40,4,4.0
3164,346,4,3.2
3165,26,18,51.0
3165,53,6,0.3
39269,26,12,39.9
3166,26,164,89.5
39270,26,16,147.0
3168,26,79,63.4
3168,53,44,0.0
3169,26,31,51.6
3169,346,143,45.8
3170,517,1,6.0
3170,38,165,55.2
3170,141,1,6.0
3171,84,9,0.6
3171,33,1,6.0
3171,38,70,128.6
39271,26,22,52.5
3174,26,12,73.5
3178,26,6,0.6
3178,40,5,0.4
39272,346,36,65.0
39273,368,11,1.1
39273,37,11,1.1
39273,38,157,86.3
3181,33,94,42.6
39274,346,162,84.3
3184,840,165,473.6
3184,55,56,542.8
3191,33,15,34.9
39275,40,244,78.2
3195,35,1,0.1
3195,346,55,53.2
3196,26,92,54.7
3196,115,3,0.4
3196,175,4,0.0
39276,26,8,5.3
39277,26,20,35.7
39278,33,1,0.1
39278,346,7,52.7
3210,26,29,48.9
3210,343,11,41.1
3217,29,15,47.0
3217,31,3,2.0
3217,33,1,10.0
3217,36,1,5.0
39279,26,57,69.3
3218,26,6,7.4
3218,175,2,0.2
39280,31,7,25.3
39280,320,2,0.2
3222,26,4,0.4
3222,36,45,179.2
3222,222,4,0.4
3222,346,4,0.4
39281,26,11,1.1
39281,33,9,27.8
39282,26,15,29.9
39282,126,3,0.3
3224,26,278,12.3
3224,40,26,0.0
3226,26,127,55.3
39283,26,29,42.1
3229,26,36,17.5
39284,26,16,73.5
3231,117,2,3.5
3231,256,62,58.3
3232,175,219,2262.6
3232,53,3,0.2
3232,110,2,0.1
39285,877,14,27.0
39286,26,21,80.3
39287,26,60,63.7
39288,26,24,47.0
3233,53,24,0.0
3234,26,5,0.5
3234,119,4,0.4
39289,26,31,39.4
3238,31,19,1.9
3239,40,2,0.2
3239,53,13,0.7
3240,26,79,72.5
39290,26,8,0.8
3241,26,51,49.6
39291,26,38,40.1
39292,26,4,0.4
39292,36,2,0.2
39292,50,68,105.5
3243,26,32,99.0
3244,26,18,1.8
3247,175,724,45.3
39293,26,9,24.0
39293,33,10,0.0
39294,26,24,36.0
39294,45,5,7.5
39295,26,3,12.0
39295,31,2,8.8
39295,35,3,12.0
3252,875,11,2.9
39296,26,24,105.5
39297,26,2,0.2
39297,61,2,0.2
39297,31,4,44.7
39298,53,12,66.0
39299,26,33,8.4
39300,26,2,3.0
39300,33,2,2.0
39300,35,4,14.0
3258,26,3,0.3
3258,230,9,0.4
3258,36,3,0.3
3260,26,44,63.5
3261,26,8,5.0
39301,26,93,31.4
39302,26,56,74.8
39303,26,56,128.0
3264,26,4,0.4
3264,150,4,52.9
3265,26,6,1.5
3265,29,10,8.2
3265,216,20,49.1
3265,65,5,1.4
3265,346,10,2.8
3266,26,2,0.1
3266,31,2,0.1
3266,35,100,105.4
39304,31,16,1.5
39305,26,117,87.4
3269,40,65,24.8
39306,26,44,94.3
3271,33,8,7.6
3271,222,1,73.2
39307,26,8,3.5
39307,50,8,2.6
3273,26,59,36.4
3274,26,26,125.9
3274,619,4,0.4
3274,659,2,0.2
3275,26,2,0.2
3275,133,3,0.3
3275,222,4,71.9
3275,302,3,0.3
3275,40,3,0.3
3275,346,2,0.2
